Poison Point; Rivalry; Sheer Force,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,92,Drill Pokemon,87,1.3,90,Nidoqueen,0,31,75,85,76,poison,ground,60,1,0,45
Poison Point; Rivalry; Hustle,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,57,Poison Pin Pokemon,40,0.5,46,Nidoran♂,100,32,40,40,50,poison,,9,1,0,235
Poison Point; Rivalry; Hustle,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,72,Poison Pin Pokemon,57,0.9,61,Nidorino,100,33,55,55,65,poison,,19.5,1,0,120
Poison Point; Rivalry; Sheer Force,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,102,Drill Pokemon,77,1.4,81,Nidoking,100,34,85,75,85,poison,ground,62,1,0,45
Cute Charm; Magic Guard; Friend Guard,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,Fairy Pokemon,48,0.6,70,Clefairy,24.6,35,60,65,35,fairy,,7.5,1,0,150
Cute Charm; Magic Guard; Unaware,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,Fairy Pokemon,73,1.3,95,Clefable,24.6,36,95,90,60,fairy,,40,1,0,25
Flash Fire; Drought; Snow Cloak; Snow Warning,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,41,Fox Pokemon,40,0,38,Vulpix,24.6,37,50,65,65,fire,ice,0,1,0,190
Flash Fire; Drought; Snow Cloak; Snow Warning,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,67,Fox Pokemon,75,0,73,Ninetales,24.6,38,81,100,109,fire,ice,0,1,0,75
Cute Charm; Competitive; Friend Guard,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,45,Balloon Pokemon,20,0.5,115,Jigglypuff,24.6,39,45,25,20,normal,fairy,5.5,1,0,170
Cute Charm; Competitive; Frisk,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,70,Balloon Pokemon,45,1,140,Wigglytuff,24.6,40,85,50,45,normal,fairy,12,1,0,50
Inner Focus; Infiltrator,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,45,Bat Pokemon,35,0.8,40,Zubat,50,41,30,40,55,poison,flying,7.5,1,0,255
Inner Focus; Infiltrator,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,80,Bat Pokemon,70,1.6,75,Golbat,50,42,65,75,90,poison,flying,55,1,0,90
Chlorophyll; Run Away,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Weed Pokemon,55,0.5,45,Oddish,50,43,75,65,30,grass,poison,5.4,1,0,255
Chlorophyll; Stench,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,65,Weed Pokemon,70,0.8,60,Gloom,50,44,85,75,40,grass,poison,8.6,1,0,120
Chlorophyll; Effect Spore,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,80,Flower Pokemon,85,1.2,75,Vileplume,50,45,110,90,50,grass,poison,18.6,1,0,45
Effect Spore; Dry Skin; Damp,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,Mushroom Pokemon,55,0.3,35,Paras,50,46,45,55,25,bug,grass,5.4,1,0,190
Effect Spore; Dry Skin; Damp,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,95,Mushroom Pokemon,80,1,60,Parasect,50,47,60,80,30,bug,grass,29.5,1,0,75
Compoundeyes; Tinted Lens; Run Away,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,Insect Pokemon,50,1,60,Venonat,50,48,40,55,45,bug,poison,30,1,0,190
Shield Dust; Tinted Lens; Wonder Skin ,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,65,Poison Moth Pokemon,60,1.5,70,Venomoth,50,49,90,75,90,bug,poison,12.5,1,0,75
Sand Veil; Arena Trap; Sand Force; Sand Veil; Tangling Hair; Sand Force,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,55,Mole Pokemon,30,0,10,Diglett,50,50,35,45,90,ground,ground,0,1,0,255
Sand Veil; Arena Trap; Sand Force; Sand Veil; Tangling Hair; Sand Force,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,Mole Pokemon,60,0,35,Dugtrio,50,51,50,70,110,ground,ground,0,1,0,50
Pickup; Technician; Unnerve; Pickup; Technician; Rattled,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,35,Scratch Cat Pokemon,35,0,40,Meowth,50,52,50,40,90,normal,dark,0,1,0,255
Limber; Technician; Unnerve; Fur Coat; Technician; Rattled,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,Classy Cat Pokemon,60,0,65,Persian,50,53,75,65,115,normal,dark,0,1,0,90
Damp; Cloud Nine; Swift Swim,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,52,Duck Pokemon,48,0.8,50,Psyduck,50,54,65,50,55,water,,19.6,1,0,190
Damp; Cloud Nine; Swift Swim,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,82,Duck Pokemon,78,1.7,80,Golduck,50,55,95,80,85,water,,76.6,1,0,75
Vital Spirit; Anger Point; Defiant,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,Pig Monkey Pokemon,35,0.5,40,Mankey,50,56,35,45,70,fighting,,28,1,0,190
Vital Spirit; Anger Point; Defiant,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,Pig Monkey Pokemon,60,1,65,Primeape,50,57,60,70,95,fighting,,32,1,0,75
Intimidate; Flash Fire; Justified,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,Puppy Pokemon,45,0.7,55,Growlithe,75.4,58,70,50,60,fire,,19,1,0,190
Intimidate; Flash Fire; Justified,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,110,Legendary Pokemon,80,1.9,90,Arcanine,75.4,59,100,80,95,fire,,155,1,0,75
Water Absorb; Damp; Swift Swim,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Tadpole Pokemon,40,0.6,40,Poliwag,50,60,40,40,90,water,,12.4,1,0,255
Water Absorb; Damp; Swift Swim,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,Tadpole Pokemon,65,1,65,Poliwhirl,50,61,50,50,90,water,,20,1,0,120
Water Absorb; Damp; Swift Swim,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,95,Tadpole Pokemon,95,1.3,90,Poliwrath,50,62,70,90,70,water,fighting,54,1,0,45
Synchronize; Inner Focus; Magic Guard,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20,Psi Pokemon,15,0.9,25,Abra,75.4,63,105,55,90,psychic,,19.5,1,0,200
Synchronize; Inner Focus; Magic Guard,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,35,Psi Pokemon,30,1.3,40,Kadabra,75.4,64,120,70,105,psychic,,56.5,1,0,100
Synchronize; Inner Focus; Magic Guard,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Psi Pokemon,65,1.5,55,Alakazam,75.4,65,175,105,150,psychic,,48,1,0,50
Guts; No Guard; Steadfast,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,Superpower Pokemon,50,0.8,70,Machop,75.4,66,35,35,35,fighting,,19.5,1,0,180
Guts; No Guard; Steadfast,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,Superpower Pokemon,70,1.5,80,Machoke,75.4,67,50,60,45,fighting,,70.5,1,0,90
Guts; No Guard; Steadfast,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,130,Superpower Pokemon,80,1.6,90,Machamp,75.4,68,65,85,55,fighting,,130,1,0,45
Chlorophyll; Gluttony,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,Flower Pokemon,35,0.7,50,Bellsprout,50,69,70,30,40,grass,poison,4,1,0,255
Chlorophyll; Gluttony,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,90,Flycatcher Pokemon,50,1,65,Weepinbell,50,70,85,45,55,grass,poison,6.4,1,0,120
Chlorophyll; Gluttony,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,105,Flycatcher Pokemon,65,1.7,80,Victreebel,50,71,100,70,70,grass,poison,15.5,1,0,45
Clear Body; Liquid Ooze; Rain Dish,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,40,Jellyfish Pokemon,35,0.9,40,Tentacool,50,72,50,100,70,water,poison,45.5,1,0,190
Clear Body; Liquid Ooze; Rain Dish,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,Jellyfish Pokemon,65,1.6,80,Tentacruel,50,73,80,120,100,water,poison,55,1,0,60
Rock Head; Sturdy; Sand Veil; Magnet Pull; Sturdy; Galvanize,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,80,Rock Pokemon,100,0,40,Geodude,50,74,30,30,20,rock,ground,0,1,0,255
Rock Head; Sturdy; Sand Veil; Magnet Pull; Sturdy; Galvanize,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,95,Rock Pokemon,115,0,55,Graveler,50,75,45,45,35,rock,ground,0,1,0,120
Rock Head; Sturdy; Sand Veil; Magnet Pull; Sturdy; Galvanize,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,120,Megaton Pokemon,130,0,80,Golem,50,76,55,65,45,rock,ground,0,1,0,45
Run Away; Flash Fire; Flame Body,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,Fire Horse Pokemon,55,1,50,Ponyta,50,77,65,65,90,fire,,30,1,0,190
Run Away; Flash Fire; Flame Body,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,100,Fire Horse Pokemon,70,1.7,65,Rapidash,50,78,80,80,105,fire,,95,1,0,60
Oblivious; Own Tempo; Regenerator,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,65,Dopey Pokemon,65,1.2,90,Slowpoke,50,79,40,40,15,water,psychic,36,1,0,190
Oblivious; Own Tempo; Regenerator,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,Hermit Crab Pokemon,180,1.6,95,Slowbro,50,80,130,80,30,water,psychic,78.5,1,0,75
Magnet Pull; Sturdy; Analytic,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,35,Magnet Pokemon,70,0.3,25,Magnemite,-1,81,95,55,45,electric,steel,6,1,0,190
Magnet Pull; Sturdy; Analytic,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,Magnet Pokemon,95,1,50,Magneton,-1,82,120,70,70,electric,steel,60,1,0,60
Keen Eye; Inner Focus; Defiant,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,Wild Duck Pokemon,55,0.8,52,Farfetch'd,50,83,58,62,60,normal,flying,15,1,0,45
Run Away; Early Bird; Tangled Feet,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,Twin Bird Pokemon,45,1.4,35,Doduo,50,84,35,35,75,normal,flying,39.2,1,0,190
Run Away; Early Bird; Tangled Feet,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,110,Triple Bird Pokemon,70,1.8,60,Dodrio,50,85,60,60,110,normal,flying,85.2,1,0,45
Thick Fat; Hydration; Ice Body,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,Sea Lion Pokemon,55,1.1,65,Seel,50,86,45,70,45,water,,90,1,0,190
Thick Fat; Hydration; Ice Body,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,Sea Lion Pokemon,80,1.7,90,Dewgong,50,87,70,95,70,water,ice,120,1,0,75
Stench; Sticky Hold; Poison Touch; Poison Touch; Gluttony; Power of Alchemy,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,Sludge Pokemon,50,0,80,Grimer,50,88,40,50,25,poison,poison,0,1,0,190
Stench; Sticky Hold; Poison Touch; Poison Touch; Gluttony; Power of Alchemy,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,Sludge Pokemon,75,0,105,Muk,50,89,65,100,50,poison,poison,0,1,0,75
Shell Armor; Skill Link; Overcoat,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,Bivalve Pokemon,100,0.3,30,Shellder,50,90,45,25,40,water,,4,1,0,190
Shell Armor; Skill Link; Overcoat,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,95,Bivalve Pokemon,180,1.5,50,Cloyster,50,91,85,45,70,water,ice,132.5,1,0,60
Levitate,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,Gas Pokemon,30,1.3,30,Gastly,50,92,100,35,80,ghost,poison,0.1,1,0,190
Levitate,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,Gas Pokemon,45,1.6,45,Haunter,50,93,115,55,95,ghost,poison,0.1,1,0,90
Cursed Body,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,Shadow Pokemon,80,1.5,60,Gengar,50,94,170,95,130,ghost,poison,40.5,1,0,45
Rock Head; Sturdy; Weak Armor,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,Rock Snake Pokemon,160,8.8,35,Onix,50,95,30,45,70,rock,ground,210,1,0,45
Insomnia; Forewarn; Inner Focus,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,Hypnosis Pokemon,45,1,60,Drowzee,50,96,43,90,42,psychic,,32.4,1,0,190
Insomnia; Forewarn; Inner Focus,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,Hypnosis Pokemon,70,1.6,85,Hypno,50,97,73,115,67,psychic,,75.6,1,0,75
Hyper Cutter; Shell Armor; Sheer Force,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,River Crab Pokemon,90,0.4,30,Krabby,50,98,25,25,50,water,,6.5,1,0,225
Hyper Cutter; Shell Armor; Sheer Force,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,Pincer Pokemon,115,1.3,55,Kingler,50,99,50,50,75,water,,60,1,0,60
Soundproof; Static; Aftermath,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,Ball Pokemon,50,0.5,40,Voltorb,-1,100,55,55,100,electric,,10.4,1,0,190
Soundproof; Static; Aftermath,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Ball Pokemon,70,1.2,60,Electrode,-1,101,80,80,150,electric,,66.6,1,0,60
Chlorophyll; Harvest,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,40,Egg Pokemon,80,0.4,60,Exeggcute,50,102,60,45,40,grass,psychic,2.5,1,0,90
Chlorophyll; Harvest; Frisk; Harvest,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,105,Coconut Pokemon,85,0,95,Exeggutor,50,103,125,75,45,grass,psychic,0,1,0,45
Rock Head; Lightningrod; Battle Armor,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Lonely Pokemon,95,0.4,50,Cubone,50,104,40,50,35,ground,,6.5,1,0,190
Rock Head; Lightningrod; Battle Armor; Cursed Body; Lightningrod; Rock Head,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,Bone Keeper Pokemon,110,0,60,Marowak,50,105,50,80,45,ground,fire,0,1,0,75
Limber; Reckless; Unburden,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,Kicking Pokemon,53,1.5,50,Hitmonlee,100,106,35,110,87,fighting,,49.8,1,0,45
Keen Eye; Iron Fist; Inner Focus,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,Punching Pokemon,79,1.4,50,Hitmonchan,100,107,35,110,76,fighting,,50.2,1,0,45
Own Tempo; Oblivious; Cloud Nine,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,Licking Pokemon,75,1.2,90,Lickitung,50,108,60,75,30,normal,,65.5,1,0,45
Levitate,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,65,Poison Gas Pokemon,95,0.6,40,Koffing,50,109,60,45,35,poison,,1,1,0,190
Levitate,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,Poison Gas Pokemon,120,1.2,65,Weezing,50,110,85,70,60,poison,,9.5,1,0,60
Lightningrod; Rock Head; Reckless,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,85,Spikes Pokemon,95,1,80,Rhyhorn,50,111,30,30,25,ground,rock,115,1,0,120
Lightningrod; Rock Head; Reckless,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,130,Drill Pokemon,120,1.9,105,Rhydon,50,112,45,45,40,ground,rock,120,1,0,60
Natural Cure; Serene Grace; Healer,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,Egg Pokemon,5,1.1,250,Chansey,0,113,35,105,50,normal,,34.6,1,0,30
Chlorophyll; Leaf Guard; Regenerator,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,Vine Pokemon,115,1,65,Tangela,50,114,100,40,60,grass,,35,1,0,45
Early Bird; Scrappy; Inner Focus,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,125,Parent Pokemon,100,2.2,105,Kangaskhan,0,115,60,100,100,normal,,80,1,0,45
Swift Swim; Sniper; Damp,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,40,Dragon Pokemon,70,0.4,30,Horsea,50,116,70,25,60,water,,8,1,0,225
Poison Point; Sniper; Damp,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,Dragon Pokemon,95,1.2,55,Seadra,50,117,95,45,85,water,,25,1,0,75
Swift Swim; Water Veil; Lightningrod,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,67,Goldfish Pokemon,60,0.6,45,Goldeen,50,118,35,50,63,water,,15,1,0,225
Swift Swim; Water Veil; Lightningrod,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,Goldfish Pokemon,65,1.3,80,Seaking,50,119,65,80,68,water,,39,1,0,60
Illuminate; Natural Cure; Analytic,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,Starshape Pokemon,55,0.8,30,Staryu,-1,120,70,55,85,water,,34.5,1,0,225
Illuminate; Natural Cure; Analytic,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,Mysterious Pokemon,85,1.1,60,Starmie,-1,121,100,85,115,water,psychic,80,1,0,60
Soundproof; Filter; Technician,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,Barrier Pokemon,65,1.3,40,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5,1,0,45
Swarm; Technician; Steadfast,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,110,Mantis Pokemon,80,1.5,70,Scyther,50,123,55,80,105,bug,flying,56,1,0,45
Oblivious; Forewarn; Dry Skin,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,50,Humanshape Pokemon,35,1.4,65,Jynx,0,124,115,95,95,ice,psychic,40.6,1,0,45
